subject,kernel,r_s,balanced_hit_seed_mean,raw_hit_seed_mean,auc_seed_mean
P3Numbers_20150414_f_14_004,33,20,1.0,1.0,0.7440318302387268
P3Numbers_20150414_f_15_001,33,18,1.0,0.6666666666666666,0.6872177055103883
P3Numbers_20150414_f_15_002,33,12,0.0,0.0,0.7037178507766743
P3Numbers_20150414_f_15_003,33,6,1.0,1.0,0.8431673052362707
P3Numbers_20150414_f_15_004,33,10,0.6666666666666666,0.6666666666666666,0.6822447447447448
P3Numbers_20150414_m_13_001,33,8,0.3333333333333333,0.3333333333333333,0.7441395082904517
P3Numbers_20150414_m_13_002,33,9,0.6666666666666666,1.0,0.6879942487419123
P3Numbers_20150414_m_13_003,33,23,0.0,0.0,0.4762479871175524
P3Numbers_20150414_m_13_004,33,4,1.0,1.0,0.8842105263157896
P3Numbers_20150414_m_14_001,33,4,1.0,1.0,0.9020270270270271
P3Numbers_20150414_m_14_003,33,4,1.0,1.0,0.9329805996472663
P3Numbers_20150414_m_15_001,33,23,0.6666666666666666,0.6666666666666666,0.6259282087405711
P3Numbers_20150507_f_14_001,33,24,0.0,0.0,0.5126353790613718
P3Numbers_20150507_f_14_002,33,7,1.0,1.0,0.6879251700680272
P3Numbers_20150507_f_14_003,33,8,0.6666666666666666,1.0,0.6332417582417583
P3Numbers_20150507_f_14_004,33,14,1.0,1.0,0.736214605067064
P3Numbers_20150507_f_14_005,33,9,0.0,0.0,0.3200589970501475
P3Numbers_20150507_m_13_001,33,11,1.0,1.0,0.7615356220007383
P3Numbers_20150507_m_14_001,33,3,0.0,0.6666666666666666,0.7352941176470589
P3Numbers_20150507_m_14_002,33,23,0.0,0.0,0.6178567322065079
P3Numbers_20150507_m_14_003,33,24,0.3333333333333333,0.3333333333333333,0.6091183574879228
P3Numbers_20150507_m_14_004,33,9,0.0,0.0,0.5144927536231884
P3Numbers_20150507_m_14_005,33,22,1.0,1.0,0.6827082786956901
P3Numbers_20150507_m_14_006,33,6,1.0,1.0,0.8864035087719299
P3Numbers_20150507_m_14_007,33,8,1.0,1.0,0.7769124264451367
P3Numbers_20150507_m_15_001,33,29,0.3333333333333333,0.3333333333333333,0.616744433063996
P3Numbers_20150507_m_16_001,33,9,0.6666666666666666,0.3333333333333333,0.7690686894226717
P3Numbers_20150514_f_09_001,33,15,0.0,0.6666666666666666,0.6236089710665982
P3Numbers_20150514_f_09_002,33,11,1.0,0.6666666666666666,0.6356075373619233
P3Numbers_20150514_f_10_001,33,18,0.0,0.0,0.5840510366826157
