subject,kernel,r_s,balanced_hit_seed_mean,raw_hit_seed_mean,auc_seed_mean
P3Numbers_20150126_m_13_001,35,14,1.0,1.0,0.6640070921985816
P3Numbers_20150126_m_13_002,35,22,0.6666666666666666,0.6666666666666666,0.6682313749242882
P3Numbers_20150126_m_15_001,35,14,1.0,1.0,0.7902923976608186
P3Numbers_20150126_m_15_002,35,12,0.3333333333333333,0.0,0.5564270152505447
P3Numbers_20150126_m_15_003,35,19,0.3333333333333333,0.3333333333333333,0.5843621399176956
P3Numbers_20150126_m_15_004,35,13,0.0,0.0,0.5768088763869353
P3Numbers_20150203_m_15_001,35,25,1.0,1.0,0.7082813150228882
P3Numbers_20150203_m_16_001,35,26,1.0,0.0,0.5804988662131519
P3Numbers_20150203_m_17_001,35,18,0.0,0.0,0.49424435028248587
P3Numbers_20150203_m_17_002,35,21,0.0,0.0,0.5411353352529823
P3Numbers_20150203_m_17_003,35,25,0.6666666666666666,1.0,0.6625450180072029
P3Numbers_20150203_m_17_004,35,28,1.0,1.0,0.6587878787878788
P3Numbers_20150203_m_17_005,35,15,1.0,1.0,0.8238171185539608
P3Numbers_20150203_m_17_006,35,29,0.0,0.0,0.5694581280788177
P3Numbers_20150204_f_11_001,35,23,1.0,1.0,0.752161734258921
P3Numbers_20150204_f_11_002,35,13,0.3333333333333333,1.0,0.6451178451178451
P3Numbers_20150204_f_12_001,35,11,1.0,1.0,0.7739057239057239
P3Numbers_20150204_f_12_002,35,16,1.0,1.0,0.8707767328456985
P3Numbers_20150204_f_12_003,35,10,1.0,1.0,0.8316854990583805
P3Numbers_20150204_f_13_001,35,9,1.0,0.0,0.8132843587389043
P3Numbers_20150204_f_13_002,35,22,0.0,0.0,0.5256045519203414
P3Numbers_20150204_f_13_003,35,15,1.0,1.0,0.6620370370370371
P3Numbers_20150204_m_12_001,35,34,0.0,0.0,0.6205635082935695
P3Numbers_20150204_m_12_002,35,19,0.6666666666666666,0.6666666666666666,0.685288640595903
P3Numbers_20150204_m_12_003,35,32,0.0,0.0,0.4247387669801463
P3Numbers_20150204_m_12_004,35,24,0.3333333333333333,1.0,0.6518985414573246
P3Numbers_20150204_m_12_005,35,23,1.0,1.0,0.8329124579124579
P3Numbers_20150204_m_12_006,35,23,0.0,0.3333333333333333,0.5028322440087146
P3Numbers_20150204_m_13_001,35,18,1.0,0.6666666666666666,0.6659863945578232
P3Numbers_20150204_m_13_002,35,7,0.0,1.0,0.6898774983881366
P3Numbers_20150204_m_13_003,35,23,0.6666666666666666,0.6666666666666666,0.585858585858586
P3Numbers_20150204_m_13_004,35,28,0.0,0.0,0.6210056390977444
P3Numbers_20150204_m_13_005,35,7,0.0,0.0,0.4956538170823885
P3Numbers_20150204_m_14_001,35,22,1.0,1.0,0.7430710565476191
P3Numbers_20150224_f_09_001,35,28,0.6666666666666666,1.0,0.6715978430537817
P3Numbers_20150224_f_10_001,35,23,0.3333333333333333,0.3333333333333333,0.5755074938341872
P3Numbers_20150224_f_11_001,35,27,1.0,1.0,0.6637254901960784
P3Numbers_20150224_f_11_002,35,10,0.0,0.0,0.5540965207631874
P3Numbers_20150224_f_14_001,35,23,0.0,0.0,0.5356827415650945
P3Numbers_20150224_f_15_001,35,14,1.0,1.0,0.7412736477484678
P3Numbers_20150224_m_11_001,35,13,1.0,0.6666666666666666,0.7556089743589745
P3Numbers_20150224_m_11_002,35,19,1.0,1.0,0.652014652014652
P3Numbers_20150224_m_11_003,35,22,1.0,1.0,0.6709321120689656
P3Numbers_20150224_m_11_004,35,31,0.0,0.0,0.5140037997180854
P3Numbers_20150224_m_12_001,35,17,1.0,1.0,0.6752873563218391
P3Numbers_20150224_m_12_002,35,3,1.0,1.0,0.8251028806584362
P3Numbers_20150224_m_12_003,35,18,0.0,0.3333333333333333,0.5687984496124031
P3Numbers_20150224_m_13_001,35,22,0.0,0.0,0.4562375019227811
P3Numbers_20150224_m_13_002,35,13,1.0,1.0,0.7886957813428402
P3Numbers_20150224_m_14_001,35,34,0.3333333333333333,0.0,0.6342051282051282
P3Numbers_20150224_m_15_001,35,30,0.0,0.0,0.48470588235294115
P3Numbers_20150224_m_15_002,35,24,0.0,0.0,0.5298540468819107
P3Numbers_20150224_m_15_003,35,13,0.0,0.0,0.43095329005981925
P3Numbers_20150224_m_15_004,35,18,0.3333333333333333,0.6666666666666666,0.6316867744138402
P3Numbers_20150314_m_12_001,35,17,1.0,1.0,0.6467171717171717
P3Numbers_20150326_f_13_001,35,5,1.0,1.0,0.9609375
P3Numbers_20150326_f_13_002,35,20,0.0,1.0,0.6729166666666666
P3Numbers_20150326_f_15_001,35,27,0.6666666666666666,0.3333333333333333,0.6570145903479236
P3Numbers_20150326_m_14_001,35,18,1.0,1.0,0.8205937353903693
P3Numbers_20150326_m_14_002,35,14,1.0,1.0,0.7668787557440792
P3Numbers_20150326_m_15_001,35,21,1.0,1.0,0.7589408099688474
P3Numbers_20150326_m_15_002,35,26,1.0,1.0,0.6274266831887649
P3Numbers_20150326_m_15_003,35,24,0.0,0.0,0.545067049808429
P3Numbers_20150326_m_15_004,35,23,0.0,0.0,0.5041952707856597
P3Numbers_20150326_m_16_001,35,13,1.0,1.0,0.846725618351916
P3Numbers_20150414_f_11_001,35,27,1.0,1.0,0.7985976005188068
P3Numbers_20150414_f_11_002,35,9,1.0,1.0,0.8146788990825687
P3Numbers_20150414_f_12_001,35,14,1.0,1.0,0.9090587402689314
P3Numbers_20150414_f_13_001,35,13,1.0,1.0,0.8366329966329967
P3Numbers_20150414_f_13_002,35,14,1.0,1.0,0.8809460300524584
P3Numbers_20150414_f_13_003,35,24,0.0,0.0,0.4346264367816092
P3Numbers_20150414_f_13_004,35,10,0.0,0.6666666666666666,0.6356209150326797
P3Numbers_20150414_f_14_001,35,22,1.0,1.0,0.8282387190684134
P3Numbers_20150414_f_14_002,35,9,1.0,1.0,0.8365695792880258
P3Numbers_20150414_f_14_003,35,16,0.0,0.0,0.650961145194274
P3Numbers_20150414_f_14_004,35,20,1.0,1.0,0.7426503094606542
P3Numbers_20150414_f_15_001,35,18,1.0,1.0,0.7182700993676603
P3Numbers_20150414_f_15_002,35,12,0.6666666666666666,0.3333333333333333,0.7384772090654445
P3Numbers_20150414_f_15_003,35,6,1.0,1.0,0.8825031928480204
P3Numbers_20150414_f_15_004,35,10,0.6666666666666666,0.6666666666666666,0.686936936936937
P3Numbers_20150414_m_13_001,35,8,0.6666666666666666,1.0,0.7427101200686105
P3Numbers_20150414_m_13_002,35,9,1.0,1.0,0.7141145458902468
P3Numbers_20150414_m_13_003,35,23,0.0,0.0,0.4921497584541063
P3Numbers_20150414_m_13_004,35,4,1.0,1.0,0.8821052631578947
P3Numbers_20150414_m_14_001,35,4,1.0,1.0,0.9020270270270269
P3Numbers_20150414_m_14_003,35,4,1.0,1.0,0.9417989417989417
P3Numbers_20150414_m_15_001,35,23,0.6666666666666666,1.0,0.6522262334536703
P3Numbers_20150507_f_14_001,35,24,0.0,0.0,0.5234227264913186
P3Numbers_20150507_f_14_002,35,7,1.0,1.0,0.7436224489795918
P3Numbers_20150507_f_14_003,35,8,0.3333333333333333,1.0,0.6785714285714285
P3Numbers_20150507_f_14_004,35,14,1.0,0.6666666666666666,0.7375393277032621
P3Numbers_20150507_f_14_005,35,9,0.0,0.0,0.3278023598820059
P3Numbers_20150507_m_13_001,35,11,1.0,1.0,0.8141995816414421
P3Numbers_20150507_m_14_001,35,3,0.6666666666666666,0.3333333333333333,0.7486631016042781
P3Numbers_20150507_m_14_002,35,23,0.3333333333333333,0.3333333333333333,0.6398183281591353
P3Numbers_20150507_m_14_003,35,24,0.6666666666666666,0.6666666666666666,0.6227053140096619
P3Numbers_20150507_m_14_004,35,9,0.0,0.0,0.48268238761974946
P3Numbers_20150507_m_14_005,35,22,1.0,1.0,0.6599353090305097
P3Numbers_20150507_m_14_006,35,6,1.0,1.0,0.9162280701754386
P3Numbers_20150507_m_14_007,35,8,1.0,1.0,0.79110418830045
P3Numbers_20150507_m_15_001,35,29,0.3333333333333333,0.3333333333333333,0.6244072683130383
P3Numbers_20150507_m_16_001,35,9,0.6666666666666666,0.6666666666666666,0.8084702907711757
P3Numbers_20150514_f_09_001,35,15,0.6666666666666666,0.6666666666666666,0.6141927752097244
P3Numbers_20150514_f_09_002,35,11,1.0,1.0,0.6658869395711501
P3Numbers_20150514_f_10_001,35,18,0.3333333333333333,0.3333333333333333,0.609377990430622
P3Numbers_20150514_f_10_002,35,15,1.0,1.0,0.7921106037544394
P3Numbers_20150514_f_10_003,35,5,1.0,1.0,0.9722222222222222
P3Numbers_20150514_m_09_001,35,3,1.0,1.0,0.8154320987654321
P3Numbers_20150514_m_10_001,35,31,1.0,1.0,0.6663740765123253
P3Numbers_20150514_m_10_002,35,19,0.0,0.0,0.5533417668142526
P3Numbers_20150514_m_11_001,35,24,0.6666666666666666,0.6666666666666666,0.6240017361111111
P3Numbers_20150514_m_11_002,35,12,1.0,1.0,0.7323232323232324
P3Numbers_20150514_m_12_001,35,10,1.0,0.0,0.7258278145695365
P3Numbers_20150514_m_12_002,35,21,0.6666666666666666,0.6666666666666666,0.7512252212713042
P3Numbers_20150514_m_12_003,35,22,1.0,1.0,0.7005434782608696
P3Numbers_20150514_m_13_001,35,20,1.0,0.6666666666666666,0.6847715736040608
P3Numbers_20150514_m_13_002,35,20,1.0,1.0,0.6827913279132792
P3Numbers_20150514_m_13_003,35,7,1.0,1.0,0.9442745497791369
P3Numbers_20150514_m_13_004,35,21,0.0,0.0,0.41668941668941667
P3Numbers_20150514_m_13_005,35,12,1.0,1.0,0.7565124933545987
P3Numbers_20150514_m_13_006,35,11,0.3333333333333333,1.0,0.713450292397661
P3Numbers_20150514_m_13_007,35,16,1.0,1.0,0.8432007400555043
P3Numbers_20150526_f_13_001,35,26,0.0,0.0,0.6747659925311605
P3Numbers_20150526_f_13_002,35,12,1.0,1.0,0.7817028985507246
P3Numbers_20150526_f_13_003,35,2,0.3333333333333333,1.0,0.8338983050847458
P3Numbers_20150526_f_14_001,35,12,0.6666666666666666,0.3333333333333333,0.6865477517651432
P3Numbers_20150526_m_11_001,35,13,1.0,1.0,0.7704440425959413
P3Numbers_20150526_m_12_001,35,24,0.3333333333333333,0.6666666666666666,0.6486741149549063
P3Numbers_20150526_m_12_002,35,15,1.0,1.0,0.7428654208315225
P3Numbers_20150526_m_12_003,35,7,1.0,1.0,0.7391713747645952
P3Numbers_20150526_m_12_004,35,22,1.0,1.0,0.6503759398496239
P3Numbers_20150526_m_13_001,35,13,1.0,1.0,0.7417460317460317
P3Numbers_20150526_m_13_002,35,23,0.6666666666666666,0.3333333333333333,0.6903271848924023
P3Numbers_20150526_m_13_003,35,6,0.6666666666666666,1.0,0.7978566149297857
P3Numbers_20150526_m_13_004,35,8,0.3333333333333333,0.6666666666666666,0.7269412269412269
P3Numbers_20150526_m_13_005,35,23,1.0,0.0,0.6766817838246411
P3Numbers_20150526_m_14_001,35,9,1.0,1.0,0.7815953385573639
P3Numbers_20150526_m_14_002,35,10,0.6666666666666666,0.3333333333333333,0.855
P3Numbers_20150526_m_14_003,35,12,1.0,1.0,0.7313704107597238
P3Numbers_20150526_m_14_004,35,21,0.0,0.0,0.5165608465608466
P3Numbers_20150526_m_14_005,35,15,0.0,0.0,0.4921541479173878
P3Numbers_20150526_m_14_006,35,18,1.0,1.0,0.6676474709261594
P3Numbers_20150618_f_10_001,35,7,1.0,1.0,0.8460575719649562
P3Numbers_20150618_f_11_001,35,14,0.3333333333333333,0.0,0.556667677686786
P3Numbers_20150618_f_11_002,35,28,0.3333333333333333,0.3333333333333333,0.5449809719882712
P3Numbers_20150618_f_11_003,35,10,1.0,1.0,0.8954746136865342
P3Numbers_20150618_f_11_004,35,7,1.0,1.0,0.7045707915273133
P3Numbers_20150618_f_11_005,35,15,1.0,1.0,0.6982928654016187
P3Numbers_20150618_f_11_006,35,20,0.6666666666666666,0.3333333333333333,0.6209251101321586
P3Numbers_20150618_f_11_007,35,3,1.0,1.0,0.71390503875969
P3Numbers_20150618_f_12_001,35,16,0.6666666666666666,0.6666666666666666,0.45129504504504503
P3Numbers_20150618_m_11_001,35,15,1.0,1.0,0.7998926462694579
P3Numbers_20150618_m_11_002,35,16,0.3333333333333333,0.3333333333333333,0.5806514913657771
P3Numbers_20150618_m_12_001,35,23,0.6666666666666666,0.6666666666666666,0.5879418781175451
P3Numbers_20150618_m_12_002,35,6,1.0,1.0,0.8470418470418472
P3Numbers_20141023_f_11_001,65,18,1.0,1.0,0.7700191570881226
P3Numbers_20141023_f_11_002,65,6,1.0,1.0,0.8928571428571428
P3Numbers_20141023_f_11_003,65,18,1.0,1.0,0.6020749665327978
P3Numbers_20141023_f_12_001,65,12,0.6666666666666666,1.0,0.6956018518518517
P3Numbers_20141023_f_12_002,65,7,1.0,1.0,0.7885335638144627
P3Numbers_20141023_f_13_001,65,6,1.0,1.0,0.9550000000000001
P3Numbers_20141023_f_14_001,65,3,1.0,1.0,0.9923076923076923
P3Numbers_20141023_f_14_002,65,27,0.0,0.3333333333333333,0.5567523459812321
P3Numbers_20141023_f_14_003,65,20,1.0,1.0,0.6627604166666666
P3Numbers_20141023_f_15_001,65,24,0.0,0.6666666666666666,0.6025261773958773
P3Numbers_20141023_m_12_001,65,9,1.0,1.0,0.7265795206971677
P3Numbers_20141023_m_12_002,65,16,0.0,0.0,0.4759204470742932
P3Numbers_20141023_m_13_001,65,27,1.0,1.0,0.5711484593837535
P3Numbers_20141023_m_14_001,65,18,0.6666666666666666,1.0,0.6591624304042605
P3Numbers_20141023_m_14_002,65,24,0.6666666666666666,0.6666666666666666,0.6186552523631175
P3Numbers_20141023_m_15_001,65,28,1.0,1.0,0.704043809933759
P3Numbers_20141023_m_15_002,65,8,0.3333333333333333,1.0,0.7240007234581297
P3Numbers_20141023_m_15_003,65,5,1.0,1.0,0.868217054263566
P3Numbers_20141124_f_12_001,65,7,1.0,1.0,0.8576388888888888
P3Numbers_20141124_f_12_002,65,15,1.0,1.0,0.865925925925926
P3Numbers_20141124_f_13_001,65,29,1.0,1.0,0.6780436312456016
P3Numbers_20141124_f_13_002,65,8,1.0,1.0,0.8283446712018141
P3Numbers_20141124_f_14_001,65,18,0.6666666666666666,0.3333333333333333,0.651737640724425
P3Numbers_20141124_f_14_002,65,10,0.6666666666666666,0.3333333333333333,0.6793032786885246
P3Numbers_20141124_f_14_003,65,4,1.0,1.0,0.9869587897756912
P3Numbers_20141124_f_14_004,65,6,1.0,1.0,0.6301506109690252
P3Numbers_20141124_f_15_001,65,22,1.0,1.0,0.7574277574277574
P3Numbers_20141124_f_17_001,65,8,1.0,0.6666666666666666,0.8226950354609928
P3Numbers_20141124_f_17_002,65,32,0.3333333333333333,0.3333333333333333,0.6442708333333332
P3Numbers_20141124_m_12_001,65,10,1.0,1.0,0.7931547619047619
P3Numbers_20141124_m_12_002,65,14,1.0,1.0,0.783428209993675
P3Numbers_20141124_m_13_001,65,23,1.0,1.0,0.7341954022988507
P3Numbers_20141124_m_14_001,65,11,1.0,1.0,0.6649906339347332
P3Numbers_20141124_m_14_002,65,13,0.6666666666666666,0.6666666666666666,0.674702380952381
P3Numbers_20141124_m_14_004,65,25,1.0,1.0,0.7325110629884191
P3Numbers_20141124_m_15_001,65,10,1.0,1.0,0.7188405797101449
P3Numbers_20141124_m_17_001,65,18,0.3333333333333333,0.3333333333333333,0.6837837837837838
P3Numbers_20141204_f_10_001,65,28,1.0,1.0,0.7038395695769136
P3Numbers_20141204_f_11_001,65,9,1.0,1.0,0.8477443609022557
P3Numbers_20141204_f_11_002,65,21,1.0,1.0,0.6757547463429817
P3Numbers_20141204_f_11_003,65,11,0.3333333333333333,0.6666666666666666,0.6655027932960894
P3Numbers_20141204_f_11_004,65,12,1.0,0.6666666666666666,0.6603502727533735
P3Numbers_20141204_f_11_005,65,28,0.3333333333333333,0.3333333333333333,0.5903358555688305
P3Numbers_20141204_f_11_006,65,18,1.0,0.3333333333333333,0.6662457912457912
P3Numbers_20141204_f_12_001,65,20,0.6666666666666666,0.0,0.5706766917293232
P3Numbers_20141204_f_12_002,65,17,1.0,1.0,0.7711535213646344
P3Numbers_20141204_f_12_003,65,19,0.3333333333333333,0.3333333333333333,0.5988746858953348
P3Numbers_20141204_f_13_001,65,14,1.0,1.0,0.8811553030303031
P3Numbers_20141204_f_13_002,65,14,0.0,0.0,0.5887661141804789
P3Numbers_20141204_f_14_001,65,25,0.3333333333333333,1.0,0.6369847670250895
P3Numbers_20141204_f_14_002,65,12,1.0,0.6666666666666666,0.6978458049886621
P3Numbers_20141204_f_15_001,65,4,0.0,0.0,0.5948148148148148
P3Numbers_20141204_m_08_001,65,21,0.0,0.0,0.5120120120120121
P3Numbers_20141204_m_11_001,65,34,0.6666666666666666,0.3333333333333333,0.5558561703613196
P3Numbers_20141204_m_11_002,65,15,0.6666666666666666,0.3333333333333333,0.5051505858299913
P3Numbers_20141204_m_12_001,65,3,0.0,1.0,0.623546511627907
P3Numbers_20141204_m_12_002,65,4,1.0,1.0,0.9045454545454547
P3Numbers_20141204_m_13_001,65,18,1.0,1.0,0.6877394636015325
P3Numbers_20141204_m_14_001,65,20,0.0,0.0,0.5206349206349207
P3Numbers_20141204_m_14_002,65,25,0.6666666666666666,0.3333333333333333,0.6376285541439807
P3Numbers_20150107_f_13_001,65,20,1.0,0.0,0.7789144643364591
P3Numbers_20150107_f_14_001,65,16,1.0,1.0,0.8377515954835543
P3Numbers_20150107_f_14_003,65,9,1.0,0.6666666666666666,0.9043842256003525
P3Numbers_20150107_f_14_004,65,9,1.0,0.6666666666666666,0.71753003003003
P3Numbers_20150107_f_14_005,65,12,1.0,1.0,0.7039337474120083
P3Numbers_20150107_f_14_006,65,20,0.0,0.0,0.41274376417233555
P3Numbers_20150107_f_14_007,65,9,1.0,1.0,0.7217391304347825
P3Numbers_20150107_f_15_001,65,14,0.6666666666666666,0.6666666666666666,0.7023809523809524
P3Numbers_20150107_m_14_001,65,11,1.0,1.0,0.8674603174603175
P3Numbers_20150107_m_14_002,65,14,0.3333333333333333,0.3333333333333333,0.5773142382731424
P3Numbers_20150107_m_14_003,65,6,0.6666666666666666,1.0,0.8055555555555557
P3Numbers_20150107_m_14_004,65,24,1.0,1.0,0.6660697887970616
P3Numbers_20150107_m_14_005,65,9,0.3333333333333333,0.6666666666666666,0.6151157710790738
P3Numbers_20150107_m_15_001,65,17,0.3333333333333333,0.6666666666666666,0.6489587760305991
P3Numbers_20150126_f_09_001,65,13,1.0,1.0,0.8353892543859649
P3Numbers_20150126_f_09_002,65,4,1.0,1.0,0.6990106544901066
P3Numbers_20150126_f_10_001,65,15,1.0,1.0,0.8183242464122329
P3Numbers_20150126_f_11_001,65,26,1.0,1.0,0.6038495188101488
P3Numbers_20150126_f_12_001,65,30,1.0,1.0,0.6899378968669319
P3Numbers_20150126_f_12_002,65,19,1.0,1.0,0.7884468022399056
P3Numbers_20150126_f_12_003,65,4,1.0,1.0,0.8342245989304812
P3Numbers_20150126_f_12_004,65,21,1.0,0.6666666666666666,0.5668247096818525
P3Numbers_20150126_f_13_001,65,25,0.3333333333333333,0.3333333333333333,0.5488727858293075
P3Numbers_20150126_f_14_001,65,14,0.6666666666666666,1.0,0.729875283446712
P3Numbers_20150126_m_07_001,65,17,0.3333333333333333,0.3333333333333333,0.5673323092677932
P3Numbers_20150126_m_09_001,65,24,0.6666666666666666,0.0,0.5308221534227725
P3Numbers_20150126_m_12_001,65,6,0.3333333333333333,0.0,0.5902668759811617
P3Numbers_20150126_m_12_002,65,16,0.3333333333333333,0.0,0.615026455026455
P3Numbers_20150126_m_12_003,65,13,0.0,1.0,0.5766363848124855
P3Numbers_20150126_m_12_004,65,14,1.0,1.0,0.629297954671089
P3Numbers_20150126_m_13_001,65,14,0.6666666666666666,1.0,0.6530240346729709
P3Numbers_20150126_m_13_002,65,22,0.6666666666666666,0.6666666666666666,0.6060973147587321
P3Numbers_20150126_m_15_001,65,14,1.0,1.0,0.7709941520467836
P3Numbers_20150126_m_15_002,65,12,0.3333333333333333,0.0,0.5293028322440088
P3Numbers_20150126_m_15_003,65,19,0.0,0.0,0.5653347493251913
P3Numbers_20150126_m_15_004,65,13,0.0,0.0,0.5746210345366464
P3Numbers_20150203_m_15_001,65,25,1.0,1.0,0.720294076848384
P3Numbers_20150203_m_16_001,65,26,0.0,0.0,0.5524817334341142
P3Numbers_20150203_m_17_001,65,18,0.0,0.0,0.4784251412429379
P3Numbers_20150203_m_17_002,65,21,0.0,0.0,0.5376388317564788
P3Numbers_20150203_m_17_003,65,25,0.6666666666666666,1.0,0.6669067627050821
P3Numbers_20150203_m_17_004,65,28,1.0,1.0,0.7047348484848485
P3Numbers_20150203_m_17_005,65,15,1.0,1.0,0.8206273258904838
P3Numbers_20150203_m_17_006,65,29,0.0,0.0,0.5597153804050355
P3Numbers_20150204_f_11_001,65,23,1.0,1.0,0.7398611618560468
P3Numbers_20150204_f_11_002,65,13,0.6666666666666666,0.6666666666666666,0.6421548821548821
P3Numbers_20150204_f_12_001,65,11,1.0,1.0,0.7895622895622895
P3Numbers_20150204_f_12_002,65,16,1.0,1.0,0.8574538488331592
P3Numbers_20150204_f_12_003,65,10,1.0,1.0,0.8702919020715632
P3Numbers_20150204_f_13_001,65,9,1.0,0.0,0.773492500765228
P3Numbers_20150204_f_13_002,65,22,0.0,0.0,0.5111032084716296
P3Numbers_20150204_f_13_003,65,15,0.6666666666666666,1.0,0.6507048092868989
P3Numbers_20150204_m_12_001,65,34,0.3333333333333333,0.3333333333333333,0.624994319472847
P3Numbers_20150204_m_12_002,65,19,0.6666666666666666,0.6666666666666666,0.6720670391061452
P3Numbers_20150204_m_12_003,65,32,0.0,0.0,0.4200626959247649
P3Numbers_20150204_m_12_004,65,24,0.3333333333333333,0.6666666666666666,0.611400383666758
P3Numbers_20150204_m_12_005,65,23,1.0,1.0,0.7874579124579125
P3Numbers_20150204_m_12_006,65,23,0.0,0.0,0.5085403050108933
P3Numbers_20150204_m_13_001,65,18,0.6666666666666666,1.0,0.658248299319728
P3Numbers_20150204_m_13_002,65,7,1.0,1.0,0.7720825274016763
P3Numbers_20150204_m_13_003,65,23,0.0,1.0,0.5788623944361649
P3Numbers_20150204_m_13_004,65,28,0.0,0.0,0.6175595238095238
P3Numbers_20150204_m_13_005,65,7,0.0,0.0,0.49074074074074076
P3Numbers_20150204_m_14_001,65,22,0.6666666666666666,0.6666666666666666,0.6854538690476191
P3Numbers_20150224_f_09_001,65,28,0.3333333333333333,1.0,0.668759755924507
P3Numbers_20150224_f_10_001,65,23,1.0,0.6666666666666666,0.5997438816163916
P3Numbers_20150224_f_11_001,65,27,1.0,1.0,0.6644914215686274
P3Numbers_20150224_f_11_002,65,10,0.0,0.6666666666666666,0.5425364758698091
P3Numbers_20150224_f_14_001,65,23,0.0,0.0,0.5032679738562091
P3Numbers_20150224_f_15_001,65,14,1.0,1.0,0.7340794031441513
P3Numbers_20150224_m_11_001,65,13,1.0,0.6666666666666666,0.724198717948718
P3Numbers_20150224_m_11_002,65,19,1.0,1.0,0.6774358974358975
P3Numbers_20150224_m_11_003,65,22,0.6666666666666666,0.6666666666666666,0.6870510057471263
P3Numbers_20150224_m_11_004,65,31,0.0,0.0,0.5187534473248759
P3Numbers_20150224_m_12_001,65,17,0.6666666666666666,0.6666666666666666,0.6658829676071055
P3Numbers_20150224_m_12_002,65,3,0.3333333333333333,1.0,0.8072702331961591
P3Numbers_20150224_m_12_003,65,18,0.0,0.0,0.5580749354005168
P3Numbers_20150224_m_13_001,65,22,0.0,0.0,0.4393170281495155
P3Numbers_20150224_m_13_002,65,13,1.0,1.0,0.7536393345216874
P3Numbers_20150224_m_14_001,65,34,0.3333333333333333,0.0,0.6312820512820513
P3Numbers_20150224_m_15_001,65,30,0.0,0.0,0.4619964349376114
P3Numbers_20150224_m_15_002,65,24,0.0,0.0,0.5281217750257997
P3Numbers_20150224_m_15_003,65,13,0.0,0.0,0.43839887997963595
P3Numbers_20150224_m_15_004,65,18,0.3333333333333333,0.6666666666666666,0.6328249487821535
P3Numbers_20150314_m_12_001,65,17,1.0,0.6666666666666666,0.6436237373737373
P3Numbers_20150326_f_13_001,65,5,1.0,1.0,0.9270833333333334
P3Numbers_20150326_f_13_002,65,20,0.0,0.6666666666666666,0.6444047619047619
P3Numbers_20150326_f_15_001,65,27,0.6666666666666666,0.6666666666666666,0.6892929292929292
P3Numbers_20150326_m_14_001,65,18,1.0,1.0,0.8087891538101916
P3Numbers_20150326_m_14_002,65,14,1.0,1.0,0.7201307882644045
P3Numbers_20150326_m_15_001,65,21,1.0,1.0,0.7294080996884734
P3Numbers_20150326_m_15_002,65,26,1.0,1.0,0.6271168938455184
P3Numbers_20150326_m_15_003,65,24,0.0,0.3333333333333333,0.5489463601532568
P3Numbers_20150326_m_15_004,65,23,0.0,0.0,0.4993643529112637
P3Numbers_20150326_m_16_001,65,13,1.0,1.0,0.8332692554145842
P3Numbers_20150414_f_11_001,65,27,1.0,1.0,0.7823848897535668
P3Numbers_20150414_f_11_002,65,9,1.0,1.0,0.820998980632008
P3Numbers_20150414_f_12_001,65,14,1.0,1.0,0.8899504600141542
P3Numbers_20150414_f_13_001,65,13,1.0,1.0,0.8312457912457912
P3Numbers_20150414_f_13_002,65,14,1.0,1.0,0.8861918733884591
P3Numbers_20150414_f_13_003,65,24,0.0,0.0,0.4214901477832513
P3Numbers_20150414_f_13_004,65,10,0.0,0.0,0.6263616557734205
P3Numbers_20150414_f_14_001,65,22,1.0,1.0,0.7913634158175643
P3Numbers_20150414_f_14_002,65,9,1.0,1.0,0.8047464940668824
P3Numbers_20150414_f_14_003,65,16,0.0,0.0,0.659959100204499
P3Numbers_20150414_f_14_004,65,20,1.0,1.0,0.7352453580901855
P3Numbers_20150414_f_15_001,65,18,1.0,1.0,0.7172538392050587
P3Numbers_20150414_f_15_002,65,12,1.0,0.3333333333333333,0.7377132671250317
P3Numbers_20150414_f_15_003,65,6,1.0,1.0,0.871264367816092
P3Numbers_20150414_f_15_004,65,10,1.0,1.0,0.7408033033033034
P3Numbers_20150414_m_13_001,65,8,0.3333333333333333,1.0,0.7913093196112064
P3Numbers_20150414_m_13_002,65,9,1.0,1.0,0.7246585190510424
P3Numbers_20150414_m_13_003,65,23,0.0,0.0,0.4923510466988728
P3Numbers_20150414_m_13_004,65,4,0.6666666666666666,1.0,0.8501754385964913
P3Numbers_20150414_m_14_001,65,4,1.0,1.0,0.8873873873873874
P3Numbers_20150414_m_14_003,65,4,1.0,1.0,0.9429747207524986
P3Numbers_20150414_m_15_001,65,23,0.6666666666666666,1.0,0.6394587772592527
P3Numbers_20150507_f_14_001,65,24,0.0,0.0,0.5161595324050198
P3Numbers_20150507_f_14_002,65,7,1.0,1.0,0.7482993197278912
P3Numbers_20150507_f_14_003,65,8,0.3333333333333333,0.6666666666666666,0.6238553113553112
P3Numbers_20150507_f_14_004,65,14,1.0,1.0,0.7403543633051829
P3Numbers_20150507_f_14_005,65,9,0.0,0.0,0.3436578171091445
P3Numbers_20150507_m_13_001,65,11,0.6666666666666666,1.0,0.7781469176818013
P3Numbers_20150507_m_14_001,65,3,0.3333333333333333,0.3333333333333333,0.6871657754010695
P3Numbers_20150507_m_14_002,65,23,0.0,0.3333333333333333,0.6189490628952513
P3Numbers_20150507_m_14_003,65,24,0.3333333333333333,0.3333333333333333,0.5815821256038648
P3Numbers_20150507_m_14_004,65,9,0.0,0.0,0.46745271432080565
P3Numbers_20150507_m_14_005,65,22,1.0,1.0,0.6797359909082962
P3Numbers_20150507_m_14_006,65,6,1.0,1.0,0.8986842105263158
P3Numbers_20150507_m_14_007,65,8,1.0,1.0,0.796123226029768
